SITEID,count,UNDERAGE1,UNDERAGE2,IL,TITLE,lng,lat
50010710000142,6339,0,19,0,重庆****盈网吧,106.333269,29.304325
50010710000143,6119,0,61,1,九龙****仁网吧,106.529053,29.514225
50010710000144,6830,0,35,1,九龙****力网吧,106.332822,29.303315
50010710000145,4578,0,7,0,重庆****兹网吧,106.449095,29.504581
50010710000147,5448,0,10,0,重庆****桃网吧,106.356642,29.380042
50010710000149,5341,0,21,1,重庆****天网吧,106.457267,29.502444
50010710000150,3938,0,25,1,重庆****空网吧,106.337798,29.418527
50010710000151,0,0,0,0,九龙****兰网吧,106.34022,29.304444
50010710000154,3192,0,11,0,九龙****行网吧,106.451843,29.470456
50010710000156,0,0,0,0,重庆****牌网吧,106.51969,29.517591
50010710000157,7972,0,21,1,重庆****宇网吧,106.487811,29.503127
50010710000158,0,0,0,0,重庆****满网吧,106.420564,29.487013
50010710000159,7201,0,25,1,九龙****杨网吧,106.534358,29.513451
50010710000160,3127,0,12,0,九龙****宇网吧,106.451843,29.470456
50010710000161,4155,0,18,0,九龙****缘网吧,106.514231,29.514253
50010710000162,4702,0,24,1,重庆****速网吧,106.376536,29.527193
50010710000165,0,0,0,0,九龙****王网吧,106.491761,29.499943
50010710000166,5559,0,16,0,重庆****悦网吧,106.404565,29.509022
50010710000168,2431,0,15,0,重庆****乐网吧,106.523672,29.52285
50010710000169,0,0,0,0,九龙****逸网吧,106.437071,29.441597
50010710000170,3164,0,18,0,重庆****网吧）,106.52098,29.531429
50010710000171,7433,0,119,1,重庆****梦网吧,106.375962,29.525973
50010710000174,7689,0,27,1,重庆****来网吧,106.375103,29.525837
50010710000175,2033,0,6,0,重庆****三网吧,106.508144,29.52144
50010710000176,2298,0,3,0,重庆****珊网吧,106.379008,29.54501
50010610002026,11278,0,69,1,沙坪****倶乐部,106.467013,29.568896
50010610002030,9147,0,34,1,重庆****嘟网吧,106.454099,29.567892
50010610002031,0,0,0,0,联通****莱特),106.465901,29.564483
50010610002032,6068,0,34,1,重庆****浪网吧,106.466795,29.563966
50010610002033,8191,0,57,1,重庆****力网吧,106.464144,29.564817
50010610002034,0,0,0,0,重庆****浪网城,106.464281,29.564685
50010610002035,17027,0,50,1,重庆****浪网城,106.464281,29.564685
50010610002036,1656,0,67,1,重庆****费点),106.464281,29.564685
50010610002038,18204,0,55,1,沙坪****E家),106.467729,29.561356
50010610002039,0,0,0,0,(加****俊成),106.46441,29.564641
50010610002040,0,0,0,0,重庆****座网吧,106.450329,29.609282
50010610002043,0,0,0,0,(加****江涛),106.46441,29.564641
50010610002047,0,0,0,0,自由****奇兵),106.465831,29.563204
50010610002048,0,0,0,0,重庆****带网吧,106.464539,29.564597
50010610002049,3780,0,25,1,重庆****费点),106.464539,29.564597
50010610002051,2429,0,34,1,重庆****春网吧,106.467359,29.568676
50010610002053,0,0,0,0,(加****吴强),106.464539,29.564597
50010610002054,0,0,0,0,重庆****原网吧,106.313906,29.600116
50010610002065,9136,0,29,1,重庆****力网吧,106.469907,29.561804
50010610002066,0,0,0,0,联通****苑林凌,106.465603,29.561087
50010610002067,22563,0,278,1,沙坪****会所）,106.465741,29.563825
50010610002068,0,0,0,0,(加****苑林凌,106.465845,29.563818
50010610002041,14137,0,26,1,重庆****费点),106.464281,29.564685
50010610002069,0,0,0,0,重庆****费点),106.465741,29.563825
50010610002070,4505,0,36,1,重庆****东网吧,106.470923,29.564321
50010610002071,4939,0,19,0,重庆****散网吧,106.470923,29.564321
50010610002072,22154,0,315,1,重庆****通网吧,106.464694,29.560703
50010610002073,0,0,0,0,沙坪****欣阳店,106.30299,29.840699
50010610002076,0,0,0,0,沙坪****分公司,106.478999,29.563684
50010610002077,14708,0,18,0,沙坪****俱乐部,106.46883,29.570358
50010610002078,0,0,0,0,重庆****迷俱乐,106.46883,29.570358
50010610002079,533,0,2,0,沙坪****网苑),106.46516,29.576901
50010610002090,11276,0,63,1,重庆****限公司,106.474633,29.568561
50010610002091,6211,0,11,0,重庆****钇网吧,106.465099,29.577011
50010610002092,10823,0,23,1,重庆****网吧),106.463762,29.578909
50010610002093,5646,0,9,0,沙坪****乙网吧,106.381331,29.598058
50010610002094,4804,0,11,0,重庆****隼网吧,106.463724,29.578895
50010610002096,6728,0,17,0,重庆****网吧),106.4618,29.567251
50010610002097,10046,0,104,1,重庆****丁网吧,106.46614,29.562578
50010610004001,2996,0,33,1,重庆****闲网吧,106.374805,29.630548
50010610004002,0,0,0,0,重庆****轩网吧,106.477508,29.558748
50010610004003,5609,0,5,0,重庆****双网吧,106.315089,29.626792
50010610004004,9740,0,56,1,重庆****梦网吧,106.46257,29.552288
50010610004006,0,0,0,0,重庆****联网吧,106.467482,29.560417
50010610004007,5576,0,8,0,重庆****月网吧,106.338752,29.62508
50010610004008,16062,0,130,1,重庆****福网吧,106.470582,29.55711
50010610004009,6290,0,10,0,重庆****坤网吧,106.47841,29.546921
50010610004010,0,0,0,0,重庆****网吧）,106.468684,29.558822
50010610004011,10336,0,52,1,沙坪****锦网吧,106.47706,29.544767
50010710000260,5132,0,19,0,重庆****直营店,106.377437,29.49606
50011210000039,2928,0,35,1,渝北****天网吧,106.634817,29.722978
50011210000040,3842,0,24,1,渝北****意网吧,106.641375,29.774673
50011210000041,5677,0,4,0,渝北****都网吧,106.643407,29.775949
50011210000042,7381,0,47,1,渝北****虹网吧,106.614762,29.674415
50011210000043,9398,0,50,1,渝北****域网吧,106.526028,29.594501
50011210000044,13706,0,52,1,渝北****高网吧,106.519078,29.589901
50011210000045,4109,0,20,0,渝北****纪网吧,106.515108,29.584731
50011210000046,11908,0,15,0,渝北****洋网吧,106.640031,29.726312
50011210000047,5169,0,16,0,渝北****庆网吧,106.518621,29.596609
50011210000048,5387,0,23,1,渝北****纪网吧,106.522728,29.604798
50011210000049,2277,0,4,0,渝北****登网吧,106.805209,29.708229
50011210000050,2246,0,3,0,渝北****福网吧,106.802464,29.705344
50011210000051,0,0,0,0,渝北****缘网吧,106.522752,29.606434
50010710000262,0,0,0,0,九龙****络会所,106.531792,29.536204
50010710000263,12234,0,91,1,重庆****五网吧,106.487811,29.503127
50010710000264,0,0,0,0,重庆****宇网吧,106.352243,29.366663
50010710000265,0,0,0,0,九龙****网吧),116.508583,40.188533
50010710000266,4048,0,7,0,重庆****西网吧,106.371775,29.489477
50010710000268,0,0,0,0,重庆****创网吧,106.45128,29.470938
50010710000269,9280,0,10,0,重庆****云网吧,106.548349,29.497311
50010710000270,9093,0,9,0,重庆****龙网吧,106.457267,29.502444
50010710000271,0,0,0,0,九龙****洋网吧,106.335067,29.425051
50010710000272,7023,0,16,0,九龙****岩网城,106.457267,29.502444
50010710000273,0,0,0,0,亚联****家网吧,106.359796,29.37803
50010710000274,1702,76,32,1,亚联****寺网吧,106.451843,29.470456
50010710000276,0,0,0,0,重庆****直港店,106.452305,29.502131
50010710000277,0,0,0,0,九龙****停业）,106.370595,29.434566
50010710000278,6423,0,49,1,九龙****诺网吧,106.506186,29.5227
50010710000279,0,0,0,0,九龙****斧网吧,106.525169,29.515058
50010710000280,6040,0,18,0,韵龙****网吧）,106.520735,29.514652
50010710000036,6482,0,89,1,九龙****湾网吧,106.517102,29.512986
50010710000039,3789,0,1,0,重庆****实网吧,106.337266,29.416812
50010710000040,3824,0,21,1,重庆****友网吧,106.543204,29.491126
50010710000041,4612,0,2,0,九龙****南网吧,106.352045,29.418944
50010710000042,6056,0,296,1,九龙****慧星),106.508805,29.522412
50010710000043,2449,0,6,0,重庆****地网吧,106.544426,29.490765
50010710000047,4219,0,9,0,重庆****利网吧,106.549455,29.498446
50010710000048,7097,0,26,1,重庆****宽网吧,106.517708,29.519552
50010710000051,0,0,0,0,重庆****宝网吧,106.549767,29.49856
50010710000056,0,0,0,0,九龙****新网吧,106.523094,29.516976
50010710000057,6368,0,30,1,九龙****赫网吧,106.518437,29.508676
50010710000058,3429,0,16,0,九龙****城网吧,106.51611,29.518167
50010710000060,13134,0,48,1,重庆****间网吧,106.523463,29.520459
50010710000061,13771,0,21,1,重庆****斯网吧,106.549765,29.495752
50010710000065,5667,0,39,1,重庆****斯网吧,106.332762,29.303316
50011210000103,1756,0,7,0,渝北****季网吧,106.626706,29.708929
50011210000104,0,0,0,0,渝北****乐网吧,106.49388,29.596386
50011210000105,0,0,0,0,渝北****喜网吧,106.525143,29.594318
50011210000106,5085,0,8,0,渝北****上网吧,106.635364,29.712954
50011210000107,2958,0,2,0,渝北****明网吧,106.939437,29.734327
50011210000081,1194,0,2,0,渝北****河网吧,106.627849,29.710365
50011210000083,1774,0,9,0,渝北****侠网吧,106.62991,29.713503
50011210000084,7572,0,63,1,渝北****蛙网吧,106.511609,29.59251
50011210000085,2981,0,6,0,渝北****译网吧,106.617288,29.672183
50011210000086,7418,0,66,1,渝北****铁网吧,106.602428,29.693078
50011210000087,5031,0,19,0,渝北****兴网吧,106.601731,29.685629
50011210000088,8050,0,21,1,渝北****友网吧,106.613003,29.682224
50011210000089,4387,0,54,1,渝北****豆网吧,106.636979,29.726832
50011210000090,4537,0,16,0,渝北****亚网吧,106.643407,29.775949
50011210000135,5333,0,12,0,渝北****霞网吧,106.610562,29.69237
50015310000032,4602,0,4,0,北部****星网吧,106.557083,29.613047
50015310000033,6050,0,23,1,北部****朵网吧,106.209382,29.284954
50015310000034,7164,0,11,0,北部****视网吧,106.588446,29.058154
50015310000035,8839,0,8,0,北部****人网吧,108.712823,30.942818
50015310000036,0,0,0,0,北部****原网吧,106.555177,29.612851
50015310000038,6634,0,54,1,北部****森网吧,106.564686,29.662242
50015310000039,5948,0,7,0,北部****色网吧,106.548475,29.633175
50099910000001,42,0,2,0,重庆****部专用,106.530635,29.544606
50099910000002,0,0,0,0,重庆****测试部,106.492326,29.536728
50099910000010,0,0,0,0,重庆****试01,106.492265,29.536729
50099910000013,0,0,0,0,丰都****限公司,107.741235,29.872949
50099910000014,0,0,0,0,沙坪****服务站,106.470169,29.557573
50010710000267,7606,0,35,1,九龙****鲁网吧,106.522134,29.518679
50023310000005,7255,0,15,0,忠县****间网吧,108.051424,30.306022
50023310000006,0,0,0,0,忠县****络驿站,108.044656,30.297239
50023310000007,218,0,1,0,忠县****天网吧,107.732723,30.308146
50023310000008,3323,0,0,0,忠县****客网吧,108.047822,30.299137
50023310000009,0,0,0,0,忠县****闲会所,108.038832,30.294404
50023310000010,0,0,0,0,忠县****深网吧,108.049842,30.301943
50023310000011,0,0,0,0,忠县****力网吧,108.05039,30.29938
50023310000012,1781,0,1,0,忠县****浪网吧,108.038688,30.298155
50023310000013,402,0,1,0,忠县****河网吧,108.079132,30.501489
50023310000014,74,0,0,0,忠县****网络屋,107.747255,30.398017
50023310000015,0,0,0,0,忠县****潮网吧,107.876648,30.388577
50011310000138,0,0,0,0,巴南****客网吧,106.535387,29.465022
50011310000139,4221,0,7,0,巴南****林网吧,106.556211,29.44473
50011310000152,4446,0,9,0,巴南****件狗）,106.568173,29.475686
50011310000153,1568,0,0,0,巴南****牛网吧,106.56994,29.48113
50011310000154,1968,0,16,0,巴南****件狗）,106.530702,29.387195
50011310000155,0,0,0,0,巴南****件狗）,106.526365,29.389181
50015110000001,0,0,0,0,高新****下网吧,106.500677,29.539029
50015110000003,0,0,0,0,高新****乐网吧,106.493805,29.531451
50015110000004,0,0,0,0,高新****点网吧,106.485459,29.534899
50015110000005,0,0,0,0,高新****豪网吧,106.456568,29.508201
50015110000006,0,0,0,0,高新****会馆）,106.487808,29.534825
50015110000008,0,0,0,0,高新****琳网吧,106.465514,29.509389
50015110000009,0,0,0,0,高新****会所）,106.48428,29.531356
50015110000010,0,0,0,0,高新****蓝网吧,106.499516,29.539232
50015110000011,0,0,0,0,高新****贵网吧,106.507933,29.541665
50015110000012,0,0,0,0,高新****生网吧,106.495795,29.540593
50015110000013,0,0,0,0,高新****个网吧,106.471523,29.526508
50015110000014,0,0,0,0,高新****七网吧,106.481806,29.527453
50015110000015,0,0,0,0,高新****会所),106.48796,29.536363
50015110000016,0,0,0,0,高新****会所）,106.491545,29.528125
50015110000017,0,0,0,0,高新****钻网吧,106.481714,29.536777
50015110000020,0,0,0,0,高新****客网吧,106.49131,29.533719
50015110000021,0,0,0,0,高新****宏网吧,106.497369,29.53723
50015110000022,0,0,0,0,高新****会所）,106.493637,29.539257
50015110000024,0,0,0,0,高新****费点）,106.493637,29.539257
50015110000025,0,0,0,0,高新****蛛网吧,106.482357,29.536497
50015110000028,0,0,0,0,高新****星网吧,106.493053,29.539025
50015110000029,0,0,0,0,高新****纪网吧,106.487999,29.529987
50015110000030,0,0,0,0,高新****会所）,106.480831,29.526719
50015110000031,0,0,0,0,高新****会所）,106.496733,29.532064
50015110000032,0,0,0,0,高新****苑网吧,106.488681,29.534603
50015110000033,0,0,0,0,高新****点网吧,106.504872,29.539819
50015110000034,0,0,0,0,高新****征网吧,106.471754,29.509704
50015110000035,0,0,0,0,高新****星网吧,106.49807,29.536265
50015110000036,0,0,0,0,高新****乐网吧,106.492461,29.542968
50015110000037,0,0,0,0,高新****凼网吧,106.34228,29.346395
50015110000038,0,0,0,0,高新****网吧）,106.497382,29.529628
50015110000039,0,0,0,0,高新****潮网吧,106.499032,29.536798
50015110000040,0,0,0,0,高新****酷网吧,106.478693,29.518301
50015110000041,0,0,0,0,高新****发网吧,106.486261,29.534287
50015110000042,0,0,0,0,高新****会所）,106.489204,29.535176
50015110000043,0,0,0,0,高新****洋网吧,106.486783,29.533659
50015110000044,0,0,0,0,高新****情网吧,106.465019,29.52522
50015110000045,0,0,0,0,高新****鸟网吧,106.5023,29.540332
50015110000047,0,0,0,0,高新****米网吧,106.496063,29.536337
50015110000048,0,0,0,0,高新****会所）,106.464022,29.521942
50015110000049,0,0,0,0,高新****亚网吧,106.471964,29.521153
50015110000050,0,0,0,0,高新****霞网吧,106.459858,29.511667
50015110000051,0,0,0,0,高新****漠之舟,106.460413,29.521898
50015110000052,0,0,0,0,高新****往网吧,106.483794,29.537535
50015110000053,0,0,0,0,高新****会所）,106.485519,29.535578
50015110000054,0,0,0,0,高新****华网吧,106.465071,29.526919
50015110000059,0,0,0,0,高新****商网吧,106.462907,29.521166
50015110000061,0,0,0,0,高新****网城）,106.459379,29.500514
50015110000063,0,0,0,0,高新****会所）,106.481976,29.527505
50015110000064,0,0,0,0,高新****富网吧,106.487051,29.542097
50010710000178,0,0,0,0,九龙****鑫网吧,106.442127,29.485917
50010710000180,4664,0,54,1,重庆****铭网吧,106.510217,29.523091
50010710000181,0,0,0,0,九龙****治网吧,106.517708,29.519552
50010710000182,0,0,0,0,九龙****揽网吧,106.441295,29.468212
50010710000183,2653,0,32,1,重庆****缘网吧,106.521352,29.523984
50010710000184,0,0,0,0,九龙****百网吧,106.519493,29.514253
50010710000186,11299,0,95,1,重庆****特网吧,106.526199,29.515455
50010710000187,6042,0,36,1,九龙****创网吧,106.509363,29.502438
50010710000188,4695,0,4,0,九龙****变网吧,106.451843,29.470456
50010710000189,4108,0,36,1,九龙****轩网吧,106.439754,29.46582
50010710000190,0,0,0,0,九龙****网吧）,106.34022,29.304444
50010710000191,12988,0,11,0,重庆****尚网吧,106.319625,29.524338
50010710000192,2343,0,1,0,九龙****唐网吧,106.445727,29.482056
50010710000193,6021,0,59,1,九龙****力网吧,106.511628,29.503917
50010710000194,15678,0,73,1,重庆****水网吧,106.485752,29.507146
50010710000195,4728,0,24,1,九龙****空网吧,106.441875,29.482449
50010710000196,3205,0,2,0,重庆****天网吧,106.339409,29.307573
50010710000198,1883,0,5,0,重庆****启网吧,106.534958,29.497749
50010710000199,0,0,0,0,九龙****亮网吧,106.45507,29.439593
50010710000200,424,0,0,0,九龙****艺网吧,106.44672,29.441744
50010710000201,4386,2,33,1,九龙****健网吧,106.517102,29.512986
50010710000202,0,0,0,0,九龙****瑞网吧,106.498614,29.505903
50010710000203,0,0,0,0,九龙****势力),106.522601,29.517855
50010710000205,0,0,0,0,九龙****迪网吧,106.547333,29.496867
50010710000206,5350,0,10,0,九龙****远网吧,106.522868,29.514767
50010710000210,3189,0,7,0,重庆****亚网吧,106.513309,29.521119
50010710000214,1236,0,1,0,重庆****都网吧,106.352498,29.367187
50010710000215,2842,0,2,0,重庆****发网吧,106.368589,29.426607
50010710000216,0,0,0,0,九龙****应网吧,106.516539,29.517971
50010710000217,0,0,0,0,重庆****回网吧,106.370573,29.550252
50010710000219,0,0,0,0,重庆****信网吧,106.46443,29.502113
50010710000220,5666,0,28,1,重庆****禾网吧,106.501352,29.522882
50010710000221,5974,0,8,0,重庆****克网吧,106.455883,29.501449
50010710000222,5301,0,28,1,重庆****都网吧,106.379063,29.49789
50010710000223,9383,0,13,0,重庆****达网吧,106.587072,29.627076
50010710000224,0,0,0,0,九龙****芮网吧,106.437071,29.441597
50010710000225,0,0,0,0,重庆****来网吧,106.383426,29.5086
50010710000227,11406,0,96,1,九龙****网城）,106.517947,29.514189
50010710000228,3915,0,31,1,九龙****逸网吧,106.439765,29.46719
50010710000229,0,0,0,0,九龙****特网吧,106.524153,29.514934
50010610009027,3028,0,1,0,沙区****柱网吧,106.376866,29.55731
50010610009028,6021,0,10,0,沙坪****雨网吧,106.344339,29.621394
50010610009029,0,0,0,0,重庆****力网吧,106.33757,29.627652
50010610009030,0,0,0,0,渔人****线回龙,106.392482,29.711947
50010610009032,4056,0,3,0,沙坪****闲会所,106.337107,29.626058
50010610009033,12879,0,38,1,沙坪****网吧),106.307693,29.608452
50010610009034,0,0,0,0,渔人****线西永,106.384373,29.603409
50010610009035,0,0,0,0,重庆****光海),106.307693,29.608452
50010610009036,0,0,0,0,重庆****络会所,106.307693,29.608452
50010610009037,11471,0,104,1,重庆****力网吧,106.309359,29.558205
50010610009038,15973,0,107,1,重庆****居网吧,106.313022,29.563557
50010610009039,7707,0,19,0,重庆****珊网吧,106.379624,29.636179
50010610009040,10705,0,6,0,重庆****浪网吧,106.374805,29.630548
50010610009041,3770,0,8,0,重庆****日网吧,106.310011,29.555621
50010610009042,0,0,0,0,重庆****泉网吧,106.339043,29.624997
50010610009043,0,0,0,0,重庆****伟网吧,106.341348,29.647747
50010610009045,17955,0,111,1,亚联****恋网城,106.310827,29.555739
50010610009046,7371,0,24,1,沙坪****鱼网吧,106.312056,29.585733
50010610009047,16230,0,47,1,重庆****亮网吧,106.33783,29.627379
50010610009048,0,0,0,0,重庆****费点),106.33783,29.627379
50010610009049,0,0,0,0,重庆****桃网吧,106.338327,29.625388
50010610009050,4434,0,20,0,重庆****品网吧,106.316226,29.68099
50010610009051,21386,0,138,1,重庆****网吧）,106.307693,29.608452
50010610009052,0,0,0,0,重庆****空网吧,106.337074,29.626092
50010610009053,0,0,0,0,重庆****网吧）,106.307693,29.608452
50010610009054,10400,0,7,0,重庆****志网吧,106.307693,29.608452
50010710000001,0,0,0,0,九龙****隐网吧,106.523171,29.519852
50010710000006,11958,0,48,1,九龙****境网吧,106.519493,29.514253
50011310000087,1739,0,40,1,巴南****线网吧,106.549782,29.469788
50011310000088,1143,0,5,0,巴南****伟网吧,106.526862,29.384529
50011310000089,5361,0,1,0,巴南****晰网吧,106.547642,29.406657
50011310000090,0,0,0,0,巴南****晰网吧,106.55002,29.463134
50011310000091,4145,0,13,0,巴南****色网吧,106.54183,29.471707
50011310000092,1705,0,26,1,巴南****语网吧,106.549672,29.460316
50011310000093,0,0,0,0,巴南****心网吧,106.545491,29.471869
50011310000094,0,0,0,0,巴南****娅网吧,106.53945,29.472298
50011310000095,3380,0,35,1,巴南****亚网吧,106.531318,29.386774
50011310000096,1626,0,1,0,巴南****飞网吧,106.55014,29.458312
50011310000097,8237,0,11,0,巴南****颖网吧,106.512562,29.392923
50011310000098,3092,0,14,0,巴南****语网吧,106.526468,29.385805
50011310000099,54187,0,1,0,巴南****狼网吧,106.616622,29.389329
50011310000100,4176,0,56,1,巴南****石网吧,106.541998,29.47241
50011310000101,2821,0,44,1,巴南****远网吧,106.602114,29.432933
50011310000102,788,0,2,0,巴南****喱网吧,106.84475,29.577234
50011310000104,1513,2,0,1,巴南****香网吧,106.869014,29.45932
50011310000105,2358,0,13,0,巴南****采网吧,106.514564,29.398062
50011310000106,939,0,1,0,巴南****尚网吧,106.512623,29.394744
50011310000107,0,0,0,0,巴南****润网吧,106.613489,29.39313
50011310000108,0,0,0,0,巴南****妹网吧,106.56994,29.48113
50011310000109,8980,0,18,0,巴南****韵网吧,106.535096,29.466086
50011310000110,582,0,5,0,巴南****佑网吧,106.525854,29.387491
50011310000112,11640,0,54,1,巴南****间网吧,106.549308,29.471544
50011310000113,411,0,6,0,巴南****园网吧,106.549376,29.407811
50011310000114,3552,0,31,1,巴南****和网吧,106.526365,29.389181
50011310000115,4093,0,24,1,巴南****速网吧,106.621265,29.450226
50011310000116,0,0,0,0,巴南****乐网吧,106.580392,29.561224
50011310000117,0,0,0,0,巴南****顺网吧,106.55014,29.458312
50011310000118,28828,0,152,1,巴南****光网吧,106.540664,29.46302
50011310000119,5063,0,16,0,巴南****英网吧,106.534112,29.46523
50011310000121,1040,0,0,0,巴南****力网吧,106.574668,29.429525
50011310000122,3870,0,10,0,巴南****络会馆,106.512902,29.393805
50011310000123,0,0,0,0,巴南****悠网吧,106.601873,29.429827
50011310000124,0,0,0,0,巴南****方网吧,106.52381,29.460424
50011310000125,0,0,0,0,巴南****缘网吧,106.887579,29.19182
50011310000126,0,0,0,0,巴南****大网吧,106.518406,29.391875
50011310000127,3941,0,2,0,巴南****光网吧,106.567202,29.476727
50011310000128,0,0,0,0,巴南****情网吧,106.589449,29.257149
50011310000131,0,0,0,0,巴南****网吧）,106.544029,29.472702
50011310000135,6052,0,2,0,巴南****雅网吧,106.465413,29.502209
50011310000136,5380,0,20,0,巴南****胡网吧,106.528776,29.380609
50010610004012,0,0,0,0,重庆****芳网吧,106.477551,29.545357
50010610004013,0,0,0,0,重庆****网吧),106.477571,29.545387
50010610004014,9382,0,59,1,重庆****楼网吧,106.480014,29.561627
50010610005001,7219,0,48,1,重庆****婷网吧,106.464969,29.557916
50010610005002,10859,0,62,1,重庆****达网吧,106.313741,29.565845
50010610005003,0,0,0,0,重庆****座网吧,106.463041,29.553309
50010610005004,0,0,0,0,沙坪****子座),106.464567,29.554662
50010610005006,0,0,0,0,重庆****下网吧,106.461611,29.546063
50010610005007,5755,0,8,0,重庆****舟网吧,106.458745,29.555402
50010610005008,0,0,0,0,重庆****意网吧,106.460854,29.550808
50010610005009,4955,0,15,0,重庆****空网吧,106.460618,29.551154
50010610005011,5453,0,7,0,重庆****康网吧,106.38448,29.593981
50010610005012,13567,0,27,1,重庆****浪网吧,106.455647,29.543937
50010610005013,13029,0,31,1,重庆****艳网吧,106.45486,29.53113
50010610005014,6107,0,22,1,重庆****府网吧,106.313201,29.556111
50010610005015,15722,0,45,1,重庆****岸网吧,106.298656,29.601566
50010610005016,797,0,6,0,重庆****佳网吧,106.453061,29.530251
50010610005017,9573,0,9,0,重庆****络会所,106.449911,29.577406
50010610005018,4272,0,23,1,重庆****谊网吧,106.448891,29.556392
50010610005019,4788,0,8,0,重庆****聚网吧,106.450089,29.565138
50010610005020,5173,0,9,0,重庆****力网吧,106.449143,29.53406
50010610005021,0,0,0,0,重庆****力网吧,106.463554,29.545092
50010610005022,0,0,0,0,重庆****海网吧,106.459056,29.551581
50010610005023,9618,0,13,0,重庆****触网吧,106.459497,29.544752
50010610006001,14937,0,79,1,重庆****奇网吧,106.436149,29.530845
50010610006004,22861,0,13,0,重庆****来网吧,106.382812,29.589748
50010610006005,0,0,0,0,重庆****沁网吧,106.31227,29.563542
50010610006006,0,0,0,0,重庆****环网吧,106.447154,29.518754
50010610006007,0,0,0,0,重庆****宇网吧,106.447498,29.520946
50010610006008,0,0,0,0,重庆****卓网吧,106.384659,29.602137
50010610006009,9208,0,33,1,重庆****妹网吧,106.446286,29.53045
50010610006010,10434,0,16,0,重庆****孙网吧,106.390958,29.730894
50010610006011,0,0,0,0,重庆****快网吧,106.431795,29.755447
50010610006012,4799,0,4,0,沙坪****彩网吧,106.374805,29.630548
50010610006013,0,0,0,0,重庆****快网吧,106.431795,29.755447
50010610006014,3025,0,56,1,重庆****波网吧,106.447045,29.519003
50010610006015,0,0,0,0,重庆****悦网吧,106.446985,29.517637
50010610006016,4881,0,4,0,重庆****花网吧,106.447757,29.521487
50010610006017,0,0,0,0,(加****明春),106.447045,29.519003
50010610006018,0,0,0,0,重庆****潮网吧,106.447045,29.519003
50010610006019,6917,0,30,1,重庆****人网吧,106.447498,29.520946
50010610006020,4305,0,20,0,重庆****人网吧,106.446998,29.517745
50010610007001,0,0,0,0,重庆****对网吧,106.424612,29.681997
50010610007002,3910,0,4,0,重庆****浪网吧,106.428183,29.518554
50010610007003,999,0,0,0,重庆****罗网吧,106.424855,29.520305
50010610007004,5305,0,22,1,重庆****往网吧,106.417893,29.558168
50010610007005,0,0,0,0,重庆****爵网吧,106.426484,29.529301
50010610007006,8149,0,16,0,重庆****诚网吧,106.461458,29.547337
50010610007007,0,0,0,0,重庆****情网吧,106.429589,29.518261
50010610007008,5357,0,0,0,重庆****川网吧,106.426558,29.529162
50010610007009,7657,0,59,1,重庆****话网吧,106.424933,29.57412
50010610007010,6606,0,9,0,重庆****臣网吧,106.4259,29.572755
50010610007011,6198,0,25,1,重庆****涯网吧,106.310827,29.555739
50010610007012,6049,0,12,0,重庆****真网吧,106.46924,29.570842
50010610007013,5637,0,33,1,重庆****楼网吧,106.423211,29.594658
50010610007014,3051,0,1,0,重庆****德网吧,106.420521,29.596964
50010610007015,2809,0,3,0,重庆****群网吧,106.419617,29.609637
50010610007016,2882,0,8,0,重庆****枫网吧,106.425679,29.516026
50010610008001,12866,0,110,1,重庆****击网吧,106.450329,29.609282
50010610008002,7478,0,11,0,重庆****极网吧,106.452097,29.61047
50010610008003,449,0,8,0,重庆****楼网吧,106.449326,29.605621
50010610008004,5142,0,33,1,重庆****创网吧,106.419617,29.609637
50010610008005,0,0,0,0,重庆****华网吧,106.449911,29.61045
50010610008006,18650,0,67,1,重庆****阁网吧,106.374805,29.630548
50010610008007,0,0,0,0,重庆****翔网吧,106.312875,29.56355
50010610008008,11362,0,51,1,重庆****水网吧,106.449154,29.622071
50010610008009,7962,0,6,0,重庆****趣网吧,106.337651,29.625741
50010610008010,0,0,0,0,重庆****子网吧,106.463868,29.539129
50010610008012,3996,0,9,0,重庆****秀网吧,106.466044,29.657329
50010610009001,11820,0,27,1,重庆****途网吧,106.381572,29.601418
50010610009002,3846,0,18,0,重庆****铃网吧,106.378242,29.636709
50010610009003,7464,0,11,0,重庆****宏网吧,106.391451,29.710027
50010610009004,7125,0,27,1,重庆****禄网吧,106.342734,29.624085
50010610009005,6883,0,17,0,重庆****强网吧,106.337235,29.625644
50010610009006,17538,0,65,1,重庆****世网城,106.33766,29.627545
50010610009008,956,0,1,0,重庆****域网吧,106.321957,29.691684
50010610009009,0,0,0,0,重庆****云网吧,106.313542,29.680193
50010610009010,4768,0,8,0,重庆****姐网吧,106.262026,29.634767
50010610009011,9932,0,8,0,重庆****刘网吧,106.315783,29.682246
50010610009012,3248,0,1,0,重庆****越网吧,106.31506,29.680336
50010610009013,0,0,0,0,重庆****力网吧,106.381434,29.598429
50010610009014,4376,0,38,1,重庆****发网吧,106.342122,29.625052
50010610009015,4445,0,7,0,重庆****力网吧,106.338402,29.626884
50010610009016,0,0,0,0,重庆****力网吧,106.338642,29.626681
50010610009017,0,0,0,0,重庆****力网吧,106.31147,29.606771
50010610009018,0,0,0,0,沙坪****网吧）,106.307693,29.608452
50010610009019,0,0,0,0,(加****色动力,106.530635,29.544606
50010610009020,0,0,0,0,重庆****春阳店,106.309525,29.563765
50010610009021,3290,0,20,0,重庆****力网吧,106.313741,29.565845
